Place name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Coordinates
Khabarovsk (New),2020,146383,134614,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2020,30348,29612,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2020,1155,816,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2020,77,76,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2020,30366,29753,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Chelyabinsk (Balandino),2020,127455,120116,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2020,32552,29340,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2020,252,249,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.28347'), Decimal('54.69673'))"
Shakhtars'k,2020,167,105,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2020,36,26,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2020,349,410,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2020,21,19,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.330575'), Decimal('46.369401'))"
South kurilsk (Mendeleevo),2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2020,82774,79962,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2020,58549,53765,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2020,5437,5401,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2020,3638,3444,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2019,12571,11563,12427,13023,16641,22758,27883,27391,19478,16155,14745,89.8,209772,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr (Carbon),2019,3785,3916,5061,7169,8601,10464,13569,13429,11190,8370,7144,199,102129,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2019,52526,42294,55115,59989,93349,259787,328287,345629,226477,73539,51820,82.1,1641376,"(Decimal('37.341511'), Decimal('45.003748'))"
Apatite (Khibiny),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2019,60528,53932,64110,70235,80177,91882,100833,102409,84441,71691,74218,307.1,922539,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2019,41114,39174,45243,53806,61787,57785,64972,67742,72390,67318,51527,99.16,672456,"(Decimal('47.999896'), Decimal('46.287344'))"
Trip,2019,107,131,212,185,149,299,310,311,316,235,218,1.54,2604,"(Decimal('138.042241'), Decimal('56.431311'))"
Baykit,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('96.366763'), Decimal('61.681612'))"
Barnaul (Titov Name),2019,37798,32395,36497,32040,42065,52247,61579,64426,48173,41638,35150,309.6,519743,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2019,18809,17591,23221,30448,45872,55952,57922,58609,55720,43963,32577,7.83,468672,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2019,4081,3636,4891,6674,6319,6364,7014,7258,5805,6038,6899,12.3,71719,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.046174'), Decimal('63.927111'))"
"Beringovsky (Branch PCF ""A / P Chukotka"")",2019,23,65,49,109,164,272,370,402,219,275,333,1,2428,"(Decimal('179.293427'), Decimal('63.025373'))"
Blagoveshchensk (Ignatevo),2019,35736,32902,37492,38701,42689,48502,56433,59256,54598,50464,47072,289.4,552802,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2019,209,194,230,211,147,150,206,226,197,145,207,1.2,2352,"(Decimal('140.445792'), Decimal('52.376818'))"
Bodaybo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2019,2824,3427,3945,3734,4418,3970,3682,3684,3549,4125,4033,1.97,45681,"(Decimal('52.790306'), Decimal('54.634026'))"
Vanavara,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('121.691798'), Decimal('63.754713'))"
Vladivostok (Knevichi),2019,200824,192686,214262,216411,248751,276740,335918,365140,302346,283536,223592,2206.11,3079344,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2019,84442,78224,92919,99022,109265,114718,123253,122807,111189,105870,87428,95,1214216,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2019,1268,1221,1410,1188,1503,1966,2169,2411,1622,946,1118,1.54,17624,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2019,45486,43981,50712,57390,80879,92276,97587,101244,92382,79300,57866,26.76,856969,"(Decimal('39.225359'), Decimal('51.812576'))"
Gelendzhik,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2019,2792,2766,3519,4047,7115,11484,16440,17131,13332,8714,7293,0,102338,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.699751'), Decimal('43.384707'))"
deputy,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('80.383003'), Decimal('73.516386'))"
Ekaterinburg (Koltsovo),2019,407644,363738,444428,452243,522244,612407,685368,691949,633417,549607,436987,1673.96,6232318,"(Decimal('60.802263'), Decimal('56.750256'))"
Pitorafik,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2019,259,206,431,571,685,985,1020,1011,809,510,411,14,7373,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2019,231,67,73,145,165,286,558,287,181,221,181,0.51,2520,"(Decimal('127.087987'), Decimal('53.690803'))"
Zыrjanka,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2019,1614,1589,1674,1754,2092,4741,6582,6832,4998,2072,2022,31.29,38273,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2019,38,32,33,51,40,40,442,1288,1158,1257,1125,0,6574,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2019,175166,168698,188144,159775,175495,221154,271463,278474,229620,192907,180789,851.02,2433794,"(Decimal('104.355777'), Decimal('52.273103'))"
Kazan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.298591'), Decimal('55.608089'))"
Kaliningrad (Hrabrovo),2019,149074,124194,162732,189284,221050,222213,263190,271994,222790,199406,176074,740.46,2370157,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga (Grabtsevo),2019,3670,3328,4052,8863,13071,12824,15713,14165,13142,13142,8732,2.21,119667,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.412462'), Decimal('68.764539'))"
Kemerovo,2019,39124,32452,37645,34859,42709,50638,53175,53958,48088,43418,37886,155.12,512916,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2019,1104,1257,1448,2146,1911,2147,2490,2415,2203,2593,1987,190,23553,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov (Pobedilovo),2019,16988,16221,17370,16998,17683,22397,25525,25568,22081,19258,20424,11.2,240842,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2019,9637,9173,9876,10108,12037,12877,14075,14481,12676,10639,9937,5.68,135978,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.102052'), Decimal('58.47899'))"
Komsomolsk-on-Amur,2019,86,136,115,213,163,924,1305,1454,1304,1382,691,234.9,8703,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Kostroma,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2019,310912,269665,319319,360914,403364,425943,473843,489943,442423,410965,373861,639.68,4630770,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk,2019,174087,163385,201804,188057,192311,224826,246575,267016,227599,200533,193048,1570.68,2481914,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2019,2512,2716,4655,4071,4528,5988,8348,7781,5457,4298,4805,87.77,60142,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2019,1179,1687,2037,2774,2557,3621,5129,4340,3739,3975,3645,0.2,38161,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2019,3957,3799,4359,4755,5032,5752,6534,6841,5609,5976,5934,1.82,64675,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2019,3255,3039,3833,4165,3802,4595,4692,4760,3718,4014,3880,28.49,47565,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Falcon),2019,25081,23694,28325,29903,33532,41539,49507,46862,43689,39057,31985,929,425652,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Mom,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2019,118,105,272,215,191,240,233,384,306,242,139,20,2650,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2019,125034,104806,113625,115586,117348,131869,150645,156376,132037,128568,111515,294.1,1500690,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2019,175830,155575,179483,191407,228967,228486,262486,268710,243432,233202,182557,161.39,2526419,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2019,26291,23646,27673,26630,28758,32399,39253,39226,32394,30270,27883,599.46,363545,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Vnukovo),2019,1512315,1346307,1603303,1768231,2140594,2351071,2647005,2635114,2486300,2182880,1672030,5313.91,24001521,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2019,1853642,1600017,1991136,2118931,2501917,2682233,3044152,3159854,2798581,2468083,2033543,10468.84,28252337,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2019,3553862,3270201,3791106,3931552,4064441,4561143,5157112,5216328,4587248,4255424,3526948,32533.8,49438545,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2019,77851,79519,79915,73623,80823,91226,99508,98506,89007,83548,80060,211.67,1029661,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape-Stone,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2019,14122,12231,14621,15463,19489,20090,21509,22898,20259,17581,15908,33.49,212451,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.81624'), Decimal('43.171501'))"
Nalchik,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2019,46586,40438,50549,53472,60361,79447,91839,88323,69777,58135,52771,191.2,749520,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2019,53622,48178,56492,59711,73273,79505,82972,80890,71631,67482,53788,53.81,782501,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhny Novgorod (Strigino),2019,61818,53821,67102,76634,101102,122324,129924,132268,124669,102303,73845,130.57,1114056,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2019,2501,2439,3261,3396,3501,4043,4769,5128,4288,3819,3607,3.47,43989,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk (Spichenkovo),2019,18004,17502,19156,17187,18704,24419,28536,28390,22849,19583,20405,119.1,256150,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (Tolmachyovo),2019,442780,393826,457416,468201,516654,624868,703824,716701,635598,566197,515873,2742.4,6571396,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2019,74970,67742,78280,77484,84474,84834,87221,91628,85727,79203,77390,353.94,973705,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2019,2867,2977,3065,3755,4093,7895,10048,9646,4138,4370,3533,3.76,59587,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2019,32173,26142,32352,36850,47962,50396,59999,62593,51623,41117,36290,1202.5,514501,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2019,14737,14303,16846,17019,19166,21270,24636,23852,19647,18307,17924,58.27,228365,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2019,141,83,55,97,118,155,154,119,146,128,96,18,1403,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2019,85810,75014,87666,92955,111009,132581,155607,152923,135760,109576,101913,388,1348505,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2019,433,395,560,800,671,682,845,785,896,865,663,19.47,8053,"(Decimal('155.740193'), Decimal('62.459104'))"
Orenburg (central),2019,47483,39077,47775,52789,68700,79764,93434,96226,80390,69230,52768,134.74,783647,"(Decimal('55.457063'), Decimal('51.79139'))"
Ossora,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2019,1774,2061,2533,2464,2973,4632,5706,5876,4725,3446,2937,5.31,42328,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2019,1682,1708,2110,2292,2239,2872,3155,3441,3136,3026,2237,112.09,30499,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2019,904,1514,1683,2262,2001,1918,1966,2192,2976,2008,2330,110,23905,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2019,12472,12875,13686,14100,14372,17336,19065,18747,17007,15974,15375,0.82,186175,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bolshoye Savino),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Petrozavodsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2019,42810,36869,44982,49201,59749,76128,95580,103159,84519,61738,50965,885.49,757698,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2019,0,0,7,0,0,0,0,0,0,0,0,0,7,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2019,4160,3916,4703,4798,5977,6422,7796,8391,6706,5065,5343,116.17,68875,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2019,265,193,251,590,522,637,735,788,604,521,268,6,5821,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rostov-on-Don (fee),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2019,191566,172693,209237,213873,280316,295448,321047,318637,298567,270058,216584,306.81,2999252,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2019,1230150,1082934,1331310,1426644,1708252,1988483,2206477,2221090,1954843,1710904,1374406,2585,19581262,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2019,7405,6304,7509,8858,9095,9290,8106,7763,7718,7014,6215,1,90552,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (Gagarin),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.169983'), Decimal('51.71802'))"
Saratov (central),2019,32725,33512,39205,41802,39784,48965,56743,35232,0,0,0,0,327968,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
